,Title,Link,cor_A,inst,Author,vol_num,paper_type,Journal,Date,,scopus,wos,kci,sum
1500,"Seroprevalence of Toxoplasma gondii among school children in Pyin Oo Lwin and Naung Cho, upper Myanmar",0,Na B.-K.,Korean Society for Parasitology and Tropical Medicine,"Thaí Thị Lam, Jun Hojong, Park Seo-hye, Lê Huong Giang, Lee Jinyoung, Ahn Seongkyu, Kang Jung-mi, Myint Moe Kyaw, Lin Khin, Sohn Woon-mok, Nam Hoowoo, Na Byoung-kuk, Kim Tong-soo",303-308,Article,Korean Journal of ParasitologyOpen Access,Jun-19,,1,1,1,1
1501,"Four year surveillance of the vector hard ticks for SFTS, Ganghwa-do, republic of Korea",0,Bahk Y.Y.,Korean Society for Parasitology and Tropical Medicine,"Kim-Jeon Myung Deok, Jegal Seung, Jun Hojong, Jung Haneul, Park Seo-hye, Ahn Seongkyu, Lee Jinyoung, Gong Young-woo, Joo Kwangsig, Kwon Mun-ju, Roh Jongyul Yeol, Lee Wook-gyo, Bahk Young-yil, Kim Tong-soo",691-698,Article,Korean Journal of ParasitologyOpen Access,Dec-19,,1,1,1,1
1502,Changing pattern of the genetic diversities of Plasmodium falciparum merozoite surface protein-1 and merozoite surface protein-2 in Myanmar isolates,0,Na B.-K.,BioMed Central Ltd.,"Lê Hương Giang, Kang Jung-mi, Jun Hojong, Lee Jinyoung, Thaí Thị Lam, Myint Moe Kyaw, Aye Khin Myo, Sohn Woon-mok, Shin Ho-joon, Kim Tong-soo, Na Byoung-kuk",241,Article,Malaria JournalOpen Access,16-Jul-19,,1,1,0,1
1503,Subcapsular splenic hemorrhage in vivax malaria,0,Baek J.H.,Korean Society for Parasitology and Tropical Medicine,"Im Jae-hyoung, Chung Moon-hyun, Durey Areum, Lee Jin-soo, Kim Tong-soo, Kwon Hea-yoon, Baek Jihyeon",405-409,Article,Korean Journal of ParasitologyOpen Access,Aug-19,,1,1,1,1
1504,Genetic diversity and natural selection of transmission-blocking vaccine candidate antigens Pvs25 and Pvs28 in Plasmodium vivax Myanmar isolates,0,Na B.-K.,Elsevier B.V.,"Lê Hương Giang, Kang Jung-mi, Jun Hojong, Lee Jinyoung, Moe Mya, Thaí Thị Lam, Lin Khin, Myint Moe Kyaw, Yoo Won Gi, Sohn Woon-mok, Kim Tong-soo, Na Byoung-kuk",105104,Article,Acta Tropica,Oct-19,,1,1,0,1
1505,Photovoltaic and antimicrobial potentials of electrodeposited copper nanoparticle,0,Gopinath S.C.B.,Elsevier B.V.,"Wang Ling, Gopinath S., Anbu Periasamy, Rajapaksha R. D.A.A., Velusamy Palaniyandi, Kannaiyan Pandian, Md Arshad Mohd Khairuddin, Lakshmipriya Thangavel, Lee Choul-Gyun",97-104,Article,Biochemical Engineering Journal,15-Feb-19,,1,1,0,1
1506,Temperature-dependent green biosynthesis and characterization of silver nanoparticles using balloon flower plants and their antibacterial potential,0,Anbu P.,Elsevier B.V.,"Anbu Periasamy, Gopinath S., Yun Hyun-shik, Lee Choul-Gyun",302-309,Article,Journal of Molecular Structure,05-Feb-19,,1,1,0,1
1507,0,0,0,0,0,0,0,0,0,,0,1,0,1
1508,Isolation of benzene tolerant bacteria and production of organic solvent stable enzymes from Bacillus species,0,Anbu P.,World Research Association,"Anbu Periasamy, So Jae-seong",05월 11일,Article,Research Journal of Biotechnology,Mar-19,,1,1,0,1
1509,Bioinspired Zinc Oxide Nanoparticles Using Lycopersicon esculentum for Antimicrobial and Anticancer Applications,0,Vaseeharan B.,Springer New York LLC,"Vijayakumar Sekar, Vaseeharan Baskaralingam, Sudhakaran Raja, Jeyakandan Jeyaraman, Ramasamy Palaniappan, Sonawane Avinash M., Padhi Avinash, Velusamy Palaniyandi, Anbu Periasamy, Faggio Caterina",1465-1479,Article,Journal of Cluster Science,01-Nov-19,,1,1,0,1
1510,Complementation of ELISA and an Interdigitated Electrode Surface in Gold Nanoparticle Functionalization for Effective Detection of Human Blood Clotting Defects,0,Feng Y.,Springer New York LLC,"Guo Shikui, Lakshmipriya Thangavel, Gopinath S., Anbu Periasamy, Feng Yaoyu",222,Article,Nanoscale Research LettersOpen Access,01-Dec-19,,1,1,0,1
1511,High-affinity detection of metal-mediated nephrotoxicity by aptamer nanomaterial complementation,0,Gopinath S.C.B.,Bentham Science Publishers,"Pan Huijuan, Lakshmipriya Thangavel, Gopinath S., Anbu Periasamy",549-556,Review,Current Nanoscience,2019,,1,1,0,1
1512,A DNA based visual and colorimetric aggregation assay for the early growth factor receptor (EGFR) mutation by using unmodified gold nanoparticles,0,Gopinath S.C.B.,Springer-Verlag Wien,"Ramanathan Santheraleka, Gopinath S., Md Arshad Mohd Khairuddin, Poopalan Prabakaran A.L., Anbu Periasamy",546,Article,Microchimica Acta,01-Aug-19,,1,0,0,1
1513,Assorted micro-scale interdigitated aluminium electrode fabrication for insensitive electrolyte evaluation: zeolite nanoparticle-mediated micro- to nano-scaled electrodes,0,Gopinath S.C.B.,Springer Verlag,"Ramanathan Santheraleka, Gopinath S., Md Arshad Mohd Khairuddin, Poopalan Prabakaran A.L., Loong Foo Kai, Lakshmipriya Thangavel, Anbu Periasamy",548,Article,Applied Physics A: Materials Science and Processing,01-Aug-19,,1,1,0,1
1514,Glucose oxidase complexed gold-graphene nanocomposite on a dielectric surface for glucose detection: A strategy for gestational diabetes mellitus,0,Li L.,Dove Medical Press Ltd.,"Ge Yueping, Lakshmipriya Thangavel, Gopinath S., Anbu Periasamy, Chen Yeng, Hariri Firdaus, Li Lu",7851-7860,Article,International Journal of NanomedicineOpen Access,2019,,1,1,0,1
1515,0,0,0,0,0,0,0,0,0,,0,1,0,1
1516,Encapsulation of fungal extracellular enzyme cocktail in cellulose nanoparticles: Enhancement in enzyme stability,0,Gopinath S.C.B.,National Institute of Science Communication and Information Resources (NISCAIR),"Yuen Tanwan, Gopinath S., Anbu Periasamy, Hafiz Kasim Farizul, Yaakub Ahmad Radi Wan, Lakshmipriya Thangavel, Lee Choul-Gyun",475-483,Article,Indian Journal of Biochemistry and BiophysicsOpen Access,Dec-19,,1,1,0,1
1517,Ductile fracture prediction of EH36 grade steel based on Hosford–Coulomb model,0,Choung J.,Taylor and Francis Ltd.,"Park Sung-ju, Lee Kangsu, Cerik Burak Can, Choung Joonmo",219-230,Article,Ships and Offshore Structures,03-Oct-19,,1,0,0,1
1518,Simulation of ship collision and grounding damage using Hosford-Coulomb fracture model for shell elements,0,Choung J.,Elsevier Ltd,"Cerik Burak Can, Lee Kangsu, Park Sung-ju, Choung Joonmo",415-432,Article,Ocean Engineering,01-Feb-19,,1,1,0,1
1519,0,0,0,0,0,0,0,0,0,,0,0,1,1
1520,Out-of-plane bending stiffness and hotspot stress based on advanced numerical analysis techniques,0,Lee J.-B.,Taylor and Francis Ltd.,"Choung Joonmo, Lee Jae-bin",148-160,Article,Ships and Offshore Structures,03-Oct-19,,1,1,0,1
1521,"Modeling, testing and calibration of ductile crack formation in grade DH36 ship plates",0,Choung J.,Elsevier Ltd,"Cerik Burak Can, Park Byoungjae, Park Sung-ju, Choung Joonmo",27-43,Article,Marine Structures,Jul-19,,1,1,0,1
1522,Revisiting MARSTRUCT benchmark study on side-shell collision with a combined localized necking and stress-state dependent ductile fracture model,0,Choung J.,Elsevier Ltd,"Cerik Burak Can, Ringsberg Jonas W., Choung Joonmo",106173,Article,Ocean Engineering,01-Sep-19,,1,1,0,1
1523,Vehicle securing safety assessments of a Korean coastal car ferry according to acceleration prediction approaches,0,Jeong S.-M.,Brodarski Institute,"Choung Joonmo, Jeong Se-min",115-131,Article,BrodogradnjaOpen Access,Sep-19,,1,1,0,1
1524,0,0,0,0,0,0,0,0,0,,0,0,1,1
1525,Investigation of oxide nanowires growth on copper via passivation in NaOH aqueous solution,0,Stępniowski W.J.,Elsevier B.V.,"Stȩpniowski Wojciech Jerzy, Yoo Hyeonseok, Choi Jinsub, Chilimoniuk Paulina, Karczewski Krzysztof, Czujko Tomasz",15-18,Article,Surfaces and Interfaces,Mar-19,,1,1,0,1
1526,Fabrication and characterization of oxide nano-needles formed by copper passivation in sodium hydroxide solution,0,Stępniowski W.J.,Elsevier B.V.,"Stȩpniowski Wojciech Jerzy, Yoo Hyeonseok, Choi Jinsub, Norek Malgorzata, Jóźwik Paweł, Misiołek Wojciech Z.",111-119,Article,Thin Solid Films,01-Feb-19,,1,1,0,1
1527,Potentiostatic electrodeposition of cuprous oxide thin films for photovoltaic applications,0,Matsumura M.,0,"Septina Wilman, Ikeda Shigeru, Khan Mahmood Alam, Hirai Takeshi, Harada Takashi, Matsumura Michio, Peter Laurence M.",4882-4888,Article,Electrochimica Acta,01-May-11,,1,1,0,1
1528,Binder-free SnO2-TiO2 composite anode with high durability for lithium-ion batteries,0,Lee G.,Royal Society of Chemistry,"Yoo Hyeonseok, Lee Gibaek, Choi Jinsub",6589-6595,Article,RSC AdvancesOpen Access,2019,,1,1,0,1
1529,Nanocellulose-modified Nafion 212 Membrane for Improving Performance of Vanadium Redox Flow Batteries,0,Choi J.,Wiley Blackwell,"Kim Moonsu, Ha Dongheun, Choi Jinsub",533-538,Article,Bulletin of the Korean Chemical SocietyOpen Access,Jun-19,,1,1,1,1
1530,3D ant-nest network of Α-Fe2O3 on stainless steel for all-in-one anode for Li-ion battery,0,Yoo H.,Elsevier B.V.,"Park Jihyeon, Yoo Hyeonseok, Choi Jinsub",25-30,Article,Journal of Power Sources,15-Aug-19,,1,1,0,1
1531,Poly(amidoamine) dendrimer immobilized on mesoporous silica foam (MSF) and fibrous nano-silica KCC-1 for Gd3+ adsorption in water,0,Ahn W.-S.,Elsevier B.V.,"Lee Yuri, Zhang Siqian, Yu Kwangsun, Choi Jinsub, Ahn Whaseung",122133,Article,Chemical Engineering Journal,15-Dec-19,,1,1,0,1
1532,Anion additives in rapid breakdown anodization for nonmetal-doped TiO2 nanotube powders,0,Kim Y.-T.,Elsevier Inc.,"Song Euiseok, Kim Yongtae, Choi Jinsub",106610,Article,Electrochemistry CommunicationsOpen Access,Dec-19,,1,1,0,1
1533,0,0,0,0,0,0,0,0,0,,0,0,1,1
1534,0,0,0,0,0,0,0,0,0,,0,0,1,1
1535,0,0,0,0,0,0,0,0,0,,0,0,1,1
1536,Modelling tool to assess membrane regeneration by periodical hydraulic cleaning and fouling control in pressurized membrane process for surface water treatment,0,Kim J.,Springer Verlag,"Charfi Amine, Jang Hoseok, Kim Jeonghwan",21,Article,Environmental Earth Sciences,01-Jan-19,,1,1,0,1
1537,Preparation and immobilization of zinc sulfide (ZnS) nanoparticles on polyvinylidene fluoride pellets for photocatalytic degradation of methylene blue in wastewater,0,Cho S.-H.,Elsevier B.V.,"Guo Jing, Khan Sovann, Cho So-hye, Kim Jeonghwan",425-432,Article,Applied Surface Science,15-Apr-19,,1,1,0,1
1538,Membrane scouring to control fouling under fluidization of non-adsorbing media for wastewater treatment,0,Kim J.,Springer Verlag,"Aslam Muhammad, Charfi Amine, Kim Jeonghwan",1061-1071,Article,Environmental Science and Pollution Research,21-Jan-19,,1,1,0,1
1539,Investigating membrane fouling associated with GAC fluidization on membrane with effluent from anaerobic fluidized bed bioreactor in domestic wastewater treatment,0,Kim J.,Springer Verlag,"Aslam Muhammad, Kim Jeonghwan",1170-1180,Article,Environmental Science and Pollution Research,21-Jan-19,,1,1,0,1
1540,"Membrane separation processes for dehydration of bioethanol from fermentation broths: Recent developments, challenges, and prospects",0,Chang I.S.,Elsevier Ltd,"Khalid Azqa, Aslam Muhammad, Qyyum Muhammad Abdul, Faisal Abrar, Khan Asim Laeeq, Ahmed Faisal, Lee Moonyong, Kim Jeonghwan, Jang Nulee, Chang In Seop, Bazmi Aqeel Ahmed, Yasin Muhammad",427-443,Review,Renewable and Sustainable Energy Reviews,May-19,,1,1,0,1
1541,0,0,0,0,0,0,0,0,0,,0,1,0,1
1542,Diethylene glycol-assisted organized TiO2 nanostructures for photocatalytic wastewater treatment ceramic membranes,0,Kim J.H.,MDPI AG,"Ahmad Rizwan, Kim Jinkyu, Kim Jong Hak, Kim Jeonghwan",750,Article,Water (Switzerland)Open Access,01-Apr-19,,1,1,0,1
1543,"Anaerobic membrane bioreactors for wastewater treatment: Novel configurations, fouling control and energy considerations",0,Aslam M.,Elsevier Ltd,"Maaz Muhammad, Yasin Muhammad, Aslam Muhammad, Kumar Gopalakrishnan, Atabani A. E., Idrees Mubbsher, Anjum Fatima, Jamil Farrukh, Ahmad Rizwan, Khan Asim Laeeq, Lesage Geoffroy, Heran M., Kim Jeonghwan",358-372,Review,Bioresource Technology,Jul-19,,1,1,0,1
1544,Removals of micropollutants in staged anaerobic fluidized bed membrane bioreactor for low-strength wastewater treatment,0,Kim J.,Institution of Chemical Engineers,"Lim Michael, Ahmad Rizwan, Guo Jing, Tibi Fida, Kim Minseok, Kim Jeonghwan",162-170,Article,Process Safety and Environmental Protection,Jul-19,,1,1,0,1
1545,Structural characteristics of hazardous organic dyes and relationship between membrane fouling and organic removal efficiency in fluidized ceramic membrane reactor,0,Kim J.,Elsevier Ltd,"Ahmad Rizwan, Guo Jing, Kim Jeonghwan",608-616,Article,Journal of Cleaner Production,20-Sep-19,,1,1,0,1
1546,Membrane distillation as post-treatment for anaerobic fluidized bed membrane bioreactor for organic and nitrogen removal,0,Kim J.,Elsevier Ltd,"Tibi Fida, Guo Jing, Ahmad Rizwan, Lim Michael, Kim Minseok, Kim Jeonghwan",756-762,Article,Chemosphere,Nov-19,,1,1,0,1
1547,ZnS nanoparticles as new additive for polyethersulfone membrane in humic acid filtration,0,Cho S.-H.,Korean Society of Industrial Engineering Chemistry,"Guo Jing, Khan Sovann, Cho So-hye, Kim Jeonghwan",71-78,Article,Journal of Industrial and Engineering Chemistry,25-Nov-19,,1,1,1,1
1548,Impact of texture information on crop classification with machine learning and UAV images,0,Park N.-W.,MDPI AG,"Kwak Geun-ho, Park No-wook",643,Article,Applied Sciences (Switzerland)Open Access,14-Feb-19,,1,1,0,1
1549,Geostatistical integration of field measurements and multi-sensor remote sensing images for spatial prediction of grain size of intertidal surface sediments,0,Park N.-W.,Coastal Education Research Foundation Inc.,Park No-wook,190-196,Article,Journal of Coastal Research,01-Aug-19,,1,1,0,1
1550,"A comparison between major artificial intelligence models for crop yield prediction: Case study of the midwestern United States, 2006–2015",0,Lee Y.-W.,MDPI AG,"Kim Nari, Ha Kyungja, Park No-wook, Cho Jaeil, Hong Sungwook, Lee Yangwon",240,Review,ISPRS International Journal of Geo-InformationOpen Access,21-May-19,,1,1,0,1
1551,A Geostatistical Approach to Spatial Quality Assessment of Coarse Spatial Resolution Remote Sensing Products,0,Park N.-W.,Hindawi Limited,"Park No-wook, Kyriakidis Phaedon C.",7297593,Article,Journal of SensorsOpen Access,2019,,1,1,0,1
1552,0,0,0,0,0,0,0,0,0,,0,1,0,1
1553,Different agricultural responses to extreme drought events in neighboring counties of South and North Korea,0,Cho J.,MDPI AG,"Ryu Jae-hyun, Han Kyoungsoo, Lee Yangwon, Park No-wook, Hong Sungwook, Chung Chu-yong, Cho Jaeil",1773,Article,Remote SensingOpen Access,01-Aug-19,,1,1,0,1
1554,0,0,0,0,0,0,0,0,0,,0,1,1,1
1555,County-level indoor radon concentration mapping and uncertainty assessment in South Korea using geostatistical simulation and environmental factors,0,Park N.-W.,Elsevier Ltd,"Park No-wook, Kim Yongjae, Chang Byunguck, Kwak Geun-ho",106044,Article,Journal of Environmental Radioactivity,Nov-19,,1,1,0,1
1556,0,0,0,0,0,0,0,0,0,,0,0,1,1
1557,0,0,0,0,0,0,0,0,0,,0,0,1,1
1558,0,0,0,0,0,0,0,0,0,,0,0,1,1
1559,0,0,0,0,0,0,0,0,0,,0,0,1,1
1560,Optimal estimates of the field enhancement in presence of a bow-tie structure of perfectly conducting inclusions in two dimensions,0,Yun K.,Academic Press Inc.,"Kang Hyeonbae, Yun Kihyun",5064-5094,Article,Journal of Differential Equations,05-Apr-19,,1,1,0,1
1561,The first hadamard variation of neumann-poincaré eigenvalues on the sphere,0,Copyright 2019 Elsevier B.V. All rights reserved.,American Mathematical Society,"Ando Kazunori, Kang Hyeonbae, Miyanishi Yoshihisa, Ushikoshi And Erika",1073-1080,Article,Proceedings of the American Mathematical Society,Mar-19,,1,1,0,1
1562,Construction of weakly neutral inclusions of general shape by imperfect interfaces,0,Copyright 2019 Elsevier B.V. All rights reserved.,Society for Industrial and Applied Mathematics Publications,"Kang Hyeonbae, Li Xiaofei",396-414,Article,SIAM Journal on Applied Mathematics,2019,,1,1,0,1
1563,Quantitative Characterization of Stress Concentration in the Presence of Closely Spaced Hard Inclusions in Two-Dimensional Linear Elasticity,0,Yu S.,Springer New York LLC,"Kang Hyeonbae, Yu Sanghyeon",121-196,Article,Archive for Rational Mechanics and Analysis,01-Apr-19,,1,1,0,1
1564,Precise estimates of the field excited by an emitter in presence of closely located inclusions of a bow-tie shape,0,Yun K.,Academic Press Inc.,"Kang Hyeonbae, Yun Kihyun",1670-1707,Article,Journal of Mathematical Analysis and Applications,15-Nov-19,,1,1,0,1
1565,Quantitative estimates of the field excited by an emitter in a narrow region between two circular inclusions,0,Yun K.,American Mathematical Society,"Kang Hyeonbae, Yun Kihyun",861-873,Article,Quarterly of Applied Mathematics,2019,,1,1,0,1
1566,Elastic neumann-poincaré operators on three dimensional smooth domains: Polynomial compactness and spectral structure,0,Miyanishi Y.,Oxford University Press,"Ando Kazunori, Kang Hyeonbae, Miyanishi Yoshihisa",3883-3900,Article,International Mathematics Research Notices,2019,,1,1,0,1
1567,Spectral structure of the Neumann–Poincaré operator on tori,0,Kawagoe D.,Elsevier Masson SAS,"Ando Kazunori, Ji Yonggwan, Kang Hyeonbae, Kawagoe Daisuke, Miyanishi Yoshihisa",1817-1828,Article,Annales de l'Institut Henri Poincare (C) Analyse Non Lineaire,November - December 2019,,1,1,0,1
1568,A concavity condition for existence of a negative value in neumann-poincare spectrum in three dimensions,0,Copyright 2019 Elsevier B.V. All rights reserved.,American Mathematical Society,"Ji Yonggwan, Kang Hyeonbae",3431-3438,Article,Proceedings of the American Mathematical Society,2019,,1,1,0,1
1569,Bloch waves in bubbly crystal near the first band gap: A high-frequency homogenization approach,0,Copyright 2019 Elsevier B.V. All rights reserved.,Society for Industrial and Applied Mathematics Publications,"Ammari Habib, Lee Hyundae, Zhang Hai",45-59,Article,SIAM Journal on Mathematical Analysis,2019,,1,1,0,1
1570,Subwavelength resonances of encapsulated bubbles,0,Ammari H.,Academic Press Inc.,"Ammari Habib, Fitzpatrick Brian, Hiltunen Erik Orvehed, Lee Hyundae, Yu Sanghyeon",4719-4744,Article,Journal of Differential Equations,05-Oct-19,,1,1,0,1
1571,Systematic design and realization of double-negative acoustic metamaterials by topology optimization,0,Wang Y.-S.,Acta Materialia Inc,"Dong Haowen, Zhao Shengdong, Wei Peijun, Cheng Li, Wang Yuesheng, Zhang Chuanzeng",102-120,Article,Acta Materialia,15-Jun-19,,1,1,0,1
1572,Sirtuin signaling in cellular senescence and aging(Short Survey),0,Min K.-J.,The Biochemical Society of the Republic of Korea,"Lee Shin-hae, Lee Ji-hyeon, Lee Hye-yeon, Min Kyung-jin",24-34,Short Survey,BMB ReportsOpen Access,01-Jan-19,,1,0,1,1
1573,The role of commensal microbes in the lifespan of Drosophila melanogaster,0,Min K.-J.,Impact Journals LLC,"Lee Hye-yeon, Lee Shin-hae, Lee Ji-hyeon, Lee Wonjae, Min Kyung-jin",4611-4640,Article,Aging,01-Jul-19,,1,1,0,1
1574,Strain-specific effects of parental age on offspring in Drosophila melanogaster,0,Min K.-J.,Blackwell Publishing,"Lee Ji-hyeon, Seo Woong, Lee Shin-hae, Lee Hye-yeon, Min Kyung-jin",187-202,Article,Entomological Research,May-19,,1,1,1,1
1575,Extension of Drosophila lifespan by Korean red ginseng through a mechanism dependent on dSir2 and insulin/IGF-1 signaling,0,Min K.-J.,Impact Journals LLC,"Lee Shin-hae, Lee Hye-yeon, Yu Mira, Yeom Eunbyul, Lee Ji-hyeon, Yoon Ah, Lee Kyu Sun, Min Kyung-jin",9369-9387,Article,Aging,2019,,1,1,0,1
1576,Drosophila melanogaster as a model system in the study of pharmacological interventions in aging,0,Min K.-J.,KeAi Communications Co.,"Lee Shin-hae, Min Kyung-jin",98-103,Article,Translational Medicine of Aging,2019,,1,1,0,1
1577,Effects of dietary protein:carbohydrate balance on life-history traits in six laboratory strains of Drosophila melanogaster,0,Lee K.P.,Blackwell Publishing Ltd,"Kim Kun, Jang Taehwan, Min Kyung-jin, Lee Kwang-pum",2019,Article,Entomologia Experimentalis et Applicata,2019,,1,0,0,1
1578,0,0,0,0,0,0,0,0,0,,0,0,1,1
1579,0,0,0,0,0,0,0,0,0,,0,0,1,1
1580,0,0,0,0,0,0,0,0,0,,0,0,1,1
1581,0,0,0,0,0,0,0,0,0,,0,0,1,1
1582,0,0,0,0,0,0,0,0,0,,0,0,1,1
1583,0,0,0,0,0,0,0,0,0,,0,0,1,1
1584,0,0,0,0,0,0,0,0,0,,0,0,1,1
1585,0,0,0,0,0,0,0,0,0,,0,0,1,1
1586,0,0,0,0,0,0,0,0,0,,0,0,1,1
1587,0,0,0,0,0,0,0,0,0,,0,0,1,1
1588,0,0,0,0,0,0,0,0,0,,0,0,1,1
1589,GM-CSF Enhances Mobilization of Bone Marrow Mesenchymal Stem Cells via a CXCR4-Medicated Mechanism,0,Park S.R.,Korean Tissue Engineering and Regenerative Medicine Society,"Kim Jiyoung, Kim Na-kyeong, Park So-ra, Choi Byunghyune",59-68,Article,Tissue Engineering and Regenerative Medicine,08-Feb-19,,1,0,1,1
1590,0,0,0,0,0,0,0,0,0,,0,1,0,1
1591,Immunophenotype and Immune-Modulatory Activities of Human Fetal Cartilage-Derived Progenitor Cells,0,Min B.-H.,SAGE Publications Ltd,"Lee Su-jeong, Kim Jiyoung, Choi Woo-hee, Park Sora, Choi Byunghyune, Min Byoung Hyun",932-942,Article,Cell TransplantationOpen Access,01-Jul-19,,1,1,0,1
